trackName,lyric_line,lyric_full
獨佔神話,"['新鮮的話題不少越古老越想知道 神祕又有點時髦網路上找了又找 像一張神奇車票時空裡任意跳躍 前世慢慢被揭曉我彷彿真的看到', '是否手背的痣是上輩子留下的記號 那個愛過的人能在今生把我找到 輪迴太奇妙有些故事不會老', '千年以前的煩惱明明都已經忘了 我卻拚命想知道我每一次的紛擾 角色扮演般對照沒有期限的徵兆 還有好多的問號自己和自己聊聊']",新鮮的話題不少越古老越想知道，神祕又有點時髦網路上找了又找，像一張神奇車票時空裡任意跳躍，前世慢慢被揭曉我彷彿真的看到。是否手背的痣是上輩子留下的記號，那個愛過的人能在今生把我找到，輪迴太奇妙有些故事不會老。千年以前的煩惱明明都已經忘了，我卻拚命想知道我每一次的紛擾，角色扮演般對照沒有期限的徵兆，還有好多的問號自己和自己聊聊
Show Your Love,"['躲不過你深情的眼睛 好像無心卻又那麼剛好 擔心你對女孩都用這招說一套做一套 我怎麼想你想不想知道', '△   收到請回答感動我想聽你心跳講話    快跟上步伐愛到哪都可以到達', '△', '一分一秒滴滴答答      真的畫圈假的畫叉      又愛又怕拖拖拉拉      什麼時候向愛出發出發出發', '△']",躲不過你深情的眼睛，好像無心卻又那麼剛好，擔心你對女孩都用這招說一套做一套，我怎麼想你想不想知道。△，收到請回答感動我想聽你心跳講話，快跟上步伐愛到哪都可以到達。△。一分一秒滴滴答答，真的畫圈假的畫叉，又愛又怕拖拖拉拉，什麼時候向愛出發出發出發。△
美人計(Dance With Me Remix),"['是誰的眼神鎖定我 卻怕咬一口這蘋果 城市叢林獵愛生物 别當壁花和壁樹', '美人計點起這愛火 別站在原地没動作 我只洩漏一點線索 是誰為愛走鋼索', '曖昧只是小前戲          捕捉愛的小遊戲', '愛ㄚㄚㄚ 你和我在這場戲 愛ㄚㄚㄚ 超乎想像  愛ㄚㄚㄚ 愛就是本能的癮 愛ㄚㄚㄚ 沸騰我們的', '誰在偷窺我的秘密 心裡在打什麼主意 我只不過補個唇蜜 你也不用注目禮 再沒有任何的禁忌 别抗拒我的美人計 戀愛動物的誘捕器 男孩女孩要注意', '保留一點點神秘          捕捉愛情的懸疑', '愛ㄚㄚㄚ 你和我在這場戲 愛ㄚㄚㄚ 超乎想像  愛ㄚㄚㄚ 愛就讓人上了癮 愛ㄚㄚㄚ 騷動我們的', '愛ㄚㄚㄚ 你和我在這場戲 愛ㄚㄚㄚ 超乎想像  愛ㄚㄚㄚ 愛就讓人上了癮 愛ㄚㄚㄚ 騷動我們的  愛ㄚㄚㄚ 你和我在這場戲 愛ㄚㄚㄚ 超乎想像  愛ㄚㄚㄚ 愛就讓人上了癮 愛ㄚㄚㄚ 騷動我們的']",是誰的眼神鎖定我，卻怕咬一口這蘋果，城市叢林獵愛生物，别當壁花和壁樹。美人計點起這愛火，別站在原地没動作，我只洩漏一點線索，是誰為愛走鋼索。曖昧只是小前戲，捕捉愛的小遊戲。愛ㄚㄚㄚ，你和我在這場戲，愛ㄚㄚㄚ，超乎想像，愛ㄚㄚㄚ，愛就是本能的癮，愛ㄚㄚㄚ，沸騰我們的。誰在偷窺我的秘密，心裡在打什麼主意，我只不過補個唇蜜，你也不用注目禮，再沒有任何的禁忌，别抗拒我的美人計，戀愛動物的誘捕器，男孩女孩要注意。保留一點點神秘，捕捉愛情的懸疑。愛ㄚㄚㄚ，你和我在這場戲，愛ㄚㄚㄚ，超乎想像，愛ㄚㄚㄚ，愛就讓人上了癮，愛ㄚㄚㄚ，騷動我們的。愛ㄚㄚㄚ，你和我在這場戲，愛ㄚㄚㄚ，超乎想像，愛ㄚㄚㄚ，愛就讓人上了癮，愛ㄚㄚㄚ，騷動我們的，愛ㄚㄚㄚ，你和我在這場戲，愛ㄚㄚㄚ，超乎想像，愛ㄚㄚㄚ，愛就讓人上了癮，愛ㄚㄚㄚ，騷動我們的
七上八下(Heart Beating Remix),"['喔別把喜歡都放在心上 就讓那眼睛釋放點想像 不經意電流打開了一下 如果再遲疑 那就別說了吧 他說他要跟上我的步伐 他說她喜歡聽我在說話 他對我講過的話 你有沒有聽在心上 如果是沒有 那就別說 別說吧   我的心情七上又八下   你的假裝讓我沒辦法 好想你靠過來 動作不要太快 我也不想躲愛 就該探險一下   你的心跳七上又八下   我要感覺浪漫的真相 你可再慢慢來 逾時那就太壞 難保我想法 突變化 你別奇怪 奇怪奇怪奇怪奇怪奇怪奇怪奇怪', '我的心情七上又八下   你的假裝讓我沒辦法 好想你靠過來 動作不要太快 我也不想躲愛 就該探險一下   你的心跳七上又八下   我要感覺浪漫的真相 你可再慢慢來 逾時那就太壞 難保我想法 突變化 你別奇怪', '我的心情七上又八下   你的假裝讓我沒辦法 好想你靠過來 動作不要太快 我也不想躲愛 就該探險一下   你的心跳七上又八下   我要感覺浪漫的真相 你可再慢慢來 逾時那就太壞 難保我想法 突變化 你別奇怪 奇怪奇怪奇怪奇怪奇怪奇怪奇怪']",喔別把喜歡都放在心上，就讓那眼睛釋放點想像，不經意電流打開了一下，如果再遲疑，那就別說了吧，他說他要跟上我的步伐，他說她喜歡聽我在說話，他對我講過的話，你有沒有聽在心上，如果是沒有，那就別說，別說吧，我的心情七上又八下，你的假裝讓我沒辦法，好想你靠過來，動作不要太快，我也不想躲愛，就該探險一下，你的心跳七上又八下，我要感覺浪漫的真相，你可再慢慢來，逾時那就太壞，難保我想法，突變化，你別奇怪，奇怪奇怪奇怪奇怪奇怪奇怪奇怪。我的心情七上又八下，你的假裝讓我沒辦法，好想你靠過來，動作不要太快，我也不想躲愛，就該探險一下，你的心跳七上又八下，我要感覺浪漫的真相，你可再慢慢來，逾時那就太壞，難保我想法，突變化，你別奇怪。我的心情七上又八下，你的假裝讓我沒辦法，好想你靠過來，動作不要太快，我也不想躲愛，就該探險一下，你的心跳七上又八下，我要感覺浪漫的真相，你可再慢慢來，逾時那就太壞，難保我想法，突變化，你別奇怪，奇怪奇怪奇怪奇怪奇怪奇怪奇怪
娘子漢(Cheerleading Remix),"['愛打扮 合理不用害羞 自信獨立愛完美 是基本要求 不開心 按下刪除煩惱按鈕 快樂是優先的理由 不被誰佔有 不在乎白黑或胖瘦 不愛規則教條綁腳綁手 我很燙手 我要的絕不放手 進攻是最最完美 的防守 就是習慣領先決不    娘子漢精采出手 歡迎來挑戰愛的    娘子漢才是高手 來看看誰是      我是從不留情的殺手 代替月亮懲罰很拿手 玩咖們全身發抖   從不浪費時間去等候 分手不分手 看我的身手 愛是我的秀', '娘子漢精采出手 歡迎來挑戰愛的    娘子漢才是高手 來看看誰是       娘子漢精采出手 歡迎來挑戰愛的    娘子漢才是高手 來看看誰是']",愛打扮，合理不用害羞，自信獨立愛完美，是基本要求，不開心，按下刪除煩惱按鈕，快樂是優先的理由，不被誰佔有，不在乎白黑或胖瘦，不愛規則教條綁腳綁手，我很燙手，我要的絕不放手，進攻是最最完美，的防守，就是習慣領先決不，娘子漢精采出手，歡迎來挑戰愛的，娘子漢才是高手，來看看誰是，我是從不留情的殺手，代替月亮懲罰很拿手，玩咖們全身發抖，從不浪費時間去等候，分手不分手，看我的身手，愛是我的秀。娘子漢精采出手，歡迎來挑戰愛的，娘子漢才是高手，來看看誰是，娘子漢精采出手，歡迎來挑戰愛的，娘子漢才是高手，來看看誰是
美人計Honey trap,"['是誰的眼神鎖定我卻怕咬一口這蘋果 城市叢林獵愛生物別當壁花和壁樹 美人計點起這愛火別站在原地沒動作 我只洩漏一點線索是誰為愛走鋼索', '曖昧只是小前戲          捕捉愛的小遊戲', '愛ㄚㄚㄚ你和我在這場戲 愛ㄚㄚㄚ超乎想像 愛ㄚㄚㄚ愛就是本能的癮 愛ㄚㄚㄚ沸騰我們的', '誰在偷窺我的秘密心裡在打什麼主意 我只不過補個唇蜜你也不用注目禮 再沒有任何的禁忌別抗拒我的美人計 獵愛動物的誘捕器男孩女孩要注意', '保留一點點神秘          捕捉愛情的懸疑', '愛ㄚㄚㄚ你和我在這場戲 愛ㄚㄚㄚ超乎想像 愛ㄚㄚㄚ愛就讓人上了癮 愛ㄚㄚㄚ騷動我們的']",是誰的眼神鎖定我卻怕咬一口這蘋果，城市叢林獵愛生物別當壁花和壁樹，美人計點起這愛火別站在原地沒動作，我只洩漏一點線索是誰為愛走鋼索。曖昧只是小前戲，捕捉愛的小遊戲。愛ㄚㄚㄚ你和我在這場戲，愛ㄚㄚㄚ超乎想像，愛ㄚㄚㄚ愛就是本能的癮，愛ㄚㄚㄚ沸騰我們的。誰在偷窺我的秘密心裡在打什麼主意，我只不過補個唇蜜你也不用注目禮，再沒有任何的禁忌別抗拒我的美人計，獵愛動物的誘捕器男孩女孩要注意。保留一點點神秘，捕捉愛情的懸疑。愛ㄚㄚㄚ你和我在這場戲，愛ㄚㄚㄚ超乎想像，愛ㄚㄚㄚ愛就讓人上了癮，愛ㄚㄚㄚ騷動我們的
Missed call(interlude),['您的電話將轉接到語音信箱 嘟聲後開始計費如不留言'],您的電話將轉接到語音信箱，嘟聲後開始計費如不留言
玩愛之徒(Love player),"['你好朋友界限太難以理解 曖昧該一槍擊碎 刪除關於愛情所有的依戀 是否可免於流言', '你說的一切 最美的謊言 別再拿出來表演 我的逞強不理別人說的一切 為愛出現的盲點 我要 平凡的依賴 我要 誠實的相對 我要 你不面對 你要 變裝千百變 你要 玩愛多一點 你要 我不奉陪', '愛沒有眷戀       不會再有眼淚', '不值得再涉險 不想再自我催眠 小心幸福覆蓋背叛表面 玩愛之徒別眷戀', '愛就是絕對    要說的堅決   誰懂愛   誰要愛   誰眷戀   不懂愛   不要愛   別眷戀', '愛沒有眷戀       不會再有眼淚 過了明天 誰懂愛 誰要愛 誰眷戀 過了明天 不懂愛 不要愛 別眷戀 過了明天']",你好朋友界限太難以理解，曖昧該一槍擊碎，刪除關於愛情所有的依戀，是否可免於流言。你說的一切，最美的謊言，別再拿出來表演，我的逞強不理別人說的一切，為愛出現的盲點，我要，平凡的依賴，我要，誠實的相對，我要，你不面對，你要，變裝千百變，你要，玩愛多一點，你要，我不奉陪。愛沒有眷戀，不會再有眼淚。不值得再涉險，不想再自我催眠，小心幸福覆蓋背叛表面，玩愛之徒別眷戀。愛就是絕對，要說的堅決，誰懂愛，誰要愛，誰眷戀，不懂愛，不要愛，別眷戀。愛沒有眷戀，不會再有眼淚，過了明天，誰懂愛，誰要愛，誰眷戀，過了明天，不懂愛，不要愛，別眷戀，過了明天
Secret talk (interlude),['哈囉我是依林請留言'],哈囉我是依林請留言
派大星(Party star),"['今晚沒梗今晚沒梗冷氣團特別冷 窄裙太窄快歌不快氣悶成河豚 呼叫呼叫撥號叫救火隊 在場人類檢查裝備丟掉收斂水', '悶騷在跳要高調快拯救的無聊 派對裡的最大的  快  在發燒氣氛正跳派大星你還在睡覺 再龜毛就戴手銬  快', '心情拋錨心情拋錨 快拉警報快拉警報', '警察臨檢警察臨檢不咖全帶走 誰不八卦誰不夠辣女王會處罰', '你是未爆彈我看得出來月圓了快變身', '悶騷在跳要高調快拯救的無聊 派對裡的最大的  快  在發燒氣氛正跳派大星你還在睡覺 再龜毛就戴手銬  快', '呼叫呼叫 呼叫呼叫']",今晚沒梗今晚沒梗冷氣團特別冷，窄裙太窄快歌不快氣悶成河豚，呼叫呼叫撥號叫救火隊，在場人類檢查裝備丟掉收斂水。悶騷在跳要高調快拯救的無聊，派對裡的最大的，快，在發燒氣氛正跳派大星你還在睡覺，再龜毛就戴手銬，快。心情拋錨心情拋錨，快拉警報快拉警報。警察臨檢警察臨檢不咖全帶走，誰不八卦誰不夠辣女王會處罰。你是未爆彈我看得出來月圓了快變身。悶騷在跳要高調快拯救的無聊，派對裡的最大的，快，在發燒氣氛正跳派大星你還在睡覺，再龜毛就戴手銬，快。呼叫呼叫，呼叫呼叫
黑髮尤物(Black-haired beautiful girl),"['別聽寂寞靡靡之音 別為單身無病呻吟 該換了裝心整了形 愛情怎能乏人問津', '黑髮尤物只想愛之有物 浪漫滿屋手帕交也兼顧 數隻數隻紙老虎請別來搭訕裝酷', '黑髮的 如此獨一無二 酷有自我風格獨有的麗質本色 你眼裡有天生迷人的琥珀色 當你覺得熱全世界都有點渴', '別對愛情生疑心病 賠了王子又折了兵 還拎著包  剩女更該進場血拼', '黑髮尤物最愛護小動物 馭愛有術不搶當大丈夫 假扮寵物吃老虎幸福是囊中之物', '黑髮的 如此獨一無二 酷有自我風格獨有的麗質本色 你眼裡有天生迷人的琥珀色 當你覺得熱全世界都有點渴', '他喜歡聽你在他耳邊呵氣對他說   你知道愛要欲擒故縱以柔克剛的', '如此獨一無二 酷有自我風格獨有的麗質本色 你眼裡有天生迷人的琥珀色 當你覺得熱 全世界都有點渴', '黑髮的 是溫柔狠角色 美到魂不守舍讓男人三從四德 你的心有天生優雅旗袍裹著 當你戀愛了全世界都失戀了']",別聽寂寞靡靡之音，別為單身無病呻吟，該換了裝心整了形，愛情怎能乏人問津。黑髮尤物只想愛之有物，浪漫滿屋手帕交也兼顧，數隻數隻紙老虎請別來搭訕裝酷。黑髮的，如此獨一無二，酷有自我風格獨有的麗質本色，你眼裡有天生迷人的琥珀色，當你覺得熱全世界都有點渴。別對愛情生疑心病，賠了王子又折了兵，還拎著包，剩女更該進場血拼。黑髮尤物最愛護小動物，馭愛有術不搶當大丈夫，假扮寵物吃老虎幸福是囊中之物。黑髮的，如此獨一無二，酷有自我風格獨有的麗質本色，你眼裡有天生迷人的琥珀色，當你覺得熱全世界都有點渴。他喜歡聽你在他耳邊呵氣對他說，你知道愛要欲擒故縱以柔克剛的。如此獨一無二，酷有自我風格獨有的麗質本色，你眼裡有天生迷人的琥珀色，當你覺得熱，全世界都有點渴。黑髮的，是溫柔狠角色，美到魂不守舍讓男人三從四德，你的心有天生優雅旗袍裹著，當你戀愛了全世界都失戀了
無言以對(Nothing left to say),"['窗外天亮了房裡還是有點黑 一整夜合著雙眼失眠有點累 轉過身我擁抱著雙人床孤單的棉被 清晨這一刻誰陪你喝咖啡', '愛情璀璨後粉碎像流星滑過後下墜 你說我們是同類你缺少的我無法給', '△你把愛作廢藉口多刺耳迂迴     你沉默流淚是不是無言以對     就算心碎就算崩潰就算難過那麼深邃 別給我安慰那只是美麗的虛偽', '談錯對比是非究竟還是無路可退 說不恨你那是自己口是心非 無所謂無所謂回憶卻像只貼身鬼魅 無處躲多狼狽', '△']",窗外天亮了房裡還是有點黑，一整夜合著雙眼失眠有點累，轉過身我擁抱著雙人床孤單的棉被，清晨這一刻誰陪你喝咖啡。愛情璀璨後粉碎像流星滑過後下墜，你說我們是同類你缺少的我無法給。△你把愛作廢藉口多刺耳迂迴，你沉默流淚是不是無言以對，就算心碎就算崩潰就算難過那麼深邃，別給我安慰那只是美麗的虛偽。談錯對比是非究竟還是無路可退，說不恨你那是自己口是心非，無所謂無所謂回憶卻像只貼身鬼魅，無處躲多狼狽。△
台灣的心跳聲,"['許個願吧', '那長春藤攀上生鏽的消防栓 像蝴蝶離不開有花香的地方 寧靜的小巷一杯永和豆漿 我在細細品嘗恬淡的家鄉', '霓虹燈點亮關於夜市的想像 孩子們捉迷藏在找愛吃的糖 昏黃的夕陽龍山寺的老牆 我虔誠點著香手拿一炷希望', '嘉南平原等待收割是一整片幸福的顏色 屏東黑鮪魚直接等於快樂一路蜿蜒的是淡水河 那陡峭的是太魯閣一派樂天的性格 美濃紙傘怎麼折三義木雕怎麼刻 這塊土地上有很多很多的選擇 仔細看著八家將的妝獨特 我說親愛親愛的我們故事說到這', '少一點仇恨多一點的我們 少一點寒冷多一點的溫存 用狂草寫雲門用蜂炮築一座城 媽祖永恆世世代代的虔誠 天燈冉冉上升可以許下願望就別等']",許個願吧。那長春藤攀上生鏽的消防栓，像蝴蝶離不開有花香的地方，寧靜的小巷一杯永和豆漿，我在細細品嘗恬淡的家鄉。霓虹燈點亮關於夜市的想像，孩子們捉迷藏在找愛吃的糖，昏黃的夕陽龍山寺的老牆，我虔誠點著香手拿一炷希望。嘉南平原等待收割是一整片幸福的顏色，屏東黑鮪魚直接等於快樂一路蜿蜒的是淡水河，那陡峭的是太魯閣一派樂天的性格，美濃紙傘怎麼折三義木雕怎麼刻，這塊土地上有很多很多的選擇，仔細看著八家將的妝獨特，我說親愛親愛的我們故事說到這。少一點仇恨多一點的我們，少一點寒冷多一點的溫存，用狂草寫雲門用蜂炮築一座城，媽祖永恆世世代代的虔誠，天燈冉冉上升可以許下願望就別等
我喜歡,"['看藍藍的天空 下綿綿的白雪 停在你臉上 愛在巴黎的賽納河畔上面眺望 趕不上的玻璃船 卻不覺得遺憾', '早已沉醉在你暖暖的手掌 緊握住我不放 偷偷地聞著你 帶著孩子氣的男人香', '呼 我喜歡 就這樣 靠在你胸膛 呼 我喜歡 沒有時間 沒有方向 呼 我喜歡 像這樣愛得好自然 不用管別人投什麼眼光 隨你帶著我四處地遊蕩 呼 我喜歡 一醒來 有你在身旁 呼 我喜歡 賴在床上 看你喝湯 呼 我喜歡 你的手 放在我肩膀 像是擔心我會消失一樣 為我每一寸消瘦而感傷 好想就這樣 有你在身旁 一直到天長', '呼 我喜歡 就這樣 靠在你胸膛 呼 我喜歡 沒有時間 沒有方向 呼 我喜歡 像這樣愛得好自然 不用管別人投什麼眼光 隨你帶著我四處去遊蕩 呼 我喜歡 一醒來 有你在身旁 呼 我喜歡 賴在床上 看你喝湯 呼 我喜歡 你的手 放在我肩膀 像是擔心我會消失一樣 為我每一寸瘦弱而感傷 好想就這樣', '呼 我喜歡 就這樣 靠在你胸膛 呼 我喜歡 沒有時間 沒有方向 呼 我喜歡 像這樣愛得好自然 不用管別人投什麼眼光 隨你帶著我四處地遊蕩 呼 我喜歡 一醒來 有你在身旁 呼 我喜歡 賴在床上 看你喝湯 呼 我喜歡 你的手 放在我肩膀 像是擔心我會消失一樣 為我每一寸瘦弱而感傷 好想就這樣 有你在身旁 一直到天長']",看藍藍的天空，下綿綿的白雪，停在你臉上，愛在巴黎的賽納河畔上面眺望，趕不上的玻璃船，卻不覺得遺憾。早已沉醉在你暖暖的手掌，緊握住我不放，偷偷地聞著你，帶著孩子氣的男人香。呼，我喜歡，就這樣，靠在你胸膛，呼，我喜歡，沒有時間，沒有方向，呼，我喜歡，像這樣愛得好自然，不用管別人投什麼眼光，隨你帶著我四處地遊蕩，呼，我喜歡，一醒來，有你在身旁，呼，我喜歡，賴在床上，看你喝湯，呼，我喜歡，你的手，放在我肩膀，像是擔心我會消失一樣，為我每一寸消瘦而感傷，好想就這樣，有你在身旁，一直到天長。呼，我喜歡，就這樣，靠在你胸膛，呼，我喜歡，沒有時間，沒有方向，呼，我喜歡，像這樣愛得好自然，不用管別人投什麼眼光，隨你帶著我四處去遊蕩，呼，我喜歡，一醒來，有你在身旁，呼，我喜歡，賴在床上，看你喝湯，呼，我喜歡，你的手，放在我肩膀，像是擔心我會消失一樣，為我每一寸瘦弱而感傷，好想就這樣。呼，我喜歡，就這樣，靠在你胸膛，呼，我喜歡，沒有時間，沒有方向，呼，我喜歡，像這樣愛得好自然，不用管別人投什麼眼光，隨你帶著我四處地遊蕩，呼，我喜歡，一醒來，有你在身旁，呼，我喜歡，賴在床上，看你喝湯，呼，我喜歡，你的手，放在我肩膀，像是擔心我會消失一樣，為我每一寸瘦弱而感傷，好想就這樣，有你在身旁，一直到天長
害怕,"['忘 我沒有很努力 要自己去遺忘 那些和日記一起 收藏的過往 孤單在思緒之中 變得很漫長', '想 我沒有很刻意讓自己不去想 那些和照片一起靜止的模樣 我學著堅強 堅強到不用學著不想 學著遺忘', '還是害怕夜深人靜時總想起你 還是害怕不經意地聽見你的消息 然而當愛已經沉澱得太清晰 當擁有已經是失去 就勇敢的放棄', '還是害怕夜深人靜時總想起你 還是害怕不經意地聽見你的消息 然而當愛已經沉澱得太清晰 當擁有已經是失去 就勇敢的放棄', '還是會害怕一個人時就很難忘記 還是害怕突然寧願當初沒有決定 然而當愛最後的出口是分離 我會這麼相信 走下去', '忘 我沒有很努力要自己去遺忘 遺忘']",忘，我沒有很努力，要自己去遺忘，那些和日記一起，收藏的過往，孤單在思緒之中，變得很漫長。想，我沒有很刻意讓自己不去想，那些和照片一起靜止的模樣，我學著堅強，堅強到不用學著不想，學著遺忘。還是害怕夜深人靜時總想起你，還是害怕不經意地聽見你的消息，然而當愛已經沉澱得太清晰，當擁有已經是失去，就勇敢的放棄。還是害怕夜深人靜時總想起你，還是害怕不經意地聽見你的消息，然而當愛已經沉澱得太清晰，當擁有已經是失去，就勇敢的放棄。還是會害怕一個人時就很難忘記，還是害怕突然寧願當初沒有決定，然而當愛最後的出口是分離，我會這麼相信，走下去。忘，我沒有很努力要自己去遺忘，遺忘
偏見,"['我手心的溫度 漸漸的離開 你口中的謊言 慢慢能明白 早知求也求不回來 即使最後只剩殘骸 心不會更改 沒有祝福 我明白', '看凋零的玫瑰 在靜靜發呆 朋友對我責怪 要我放得開 固執對我是種虐待 越愛得深越難拋開 愛是種偏見 如果可以 再重來', '我明白愛情已經超載 愛的完全壞了姿態 你冷眼看待 就像是重傷害 我好像站在無人山崖 全世界都拋在外 明知你不再回來 我早已明白', '我明白愛情已經超載 愛的完全壞了姿態 你冷眼看待 就像是重傷害 我好像站在無人山崖 全世界都拋在外 明知你不再回來 我早已明白', '我明白愛情已經超載 愛的完全壞了姿態 你冷眼看待 就像是重傷害 我好像站在無人山崖 全世界都拋在外 明知你不再回來 我早已明白 明知你不再回來 我早已明白']",我手心的溫度，漸漸的離開，你口中的謊言，慢慢能明白，早知求也求不回來，即使最後只剩殘骸，心不會更改，沒有祝福，我明白。看凋零的玫瑰，在靜靜發呆，朋友對我責怪，要我放得開，固執對我是種虐待，越愛得深越難拋開，愛是種偏見，如果可以，再重來。我明白愛情已經超載，愛的完全壞了姿態，你冷眼看待，就像是重傷害，我好像站在無人山崖，全世界都拋在外，明知你不再回來，我早已明白。我明白愛情已經超載，愛的完全壞了姿態，你冷眼看待，就像是重傷害，我好像站在無人山崖，全世界都拋在外，明知你不再回來，我早已明白。我明白愛情已經超載，愛的完全壞了姿態，你冷眼看待，就像是重傷害，我好像站在無人山崖，全世界都拋在外，明知你不再回來，我早已明白，明知你不再回來，我早已明白
花蝴蝶(Butterfly),"['環遊了世界全世界卻發現美麗沒有旗艦店 誰穿著釘鞋不肯變停止了自轉變成一個繭 你我都希望特別又不敢太過於特別 流行是一種安全搔著悶騷的太陽穴', '你是花花世界裏限量版的花花蝴蝶 美女們只是比較豁出去比較敢一點 花蝴蝶的美的豔的炫若沒三審定讞 那些路人甲們憑什麼發言惹人討厭', '快離開冬眠趕快破繭別被無聊困在地球表面 想靈魂出竅甩平凡嘴臉 就自創品牌靠自己變臉 當你不刻意特別突然就會變的特別 只要別越描越黑你的眼睛就會放電', '你可以瞬間飛去東京巴黎米蘭紐約 別讓別人嘴裡的形容詞左右你視野 如果有人的魅力足夠為這世紀代言 那是她敢站出來變成蝴蝶飛舞翩翩', '你是花花世界裏限量版的花花蝴蝶 美女們只是比較豁出去比較敢一點 花蝴蝶的美的豔的炫若沒三審定讞 那些路人甲們憑什麼發言惹人討厭準備驚豔', '你可以身穿花花衣當限量的花蝴蝶 你可以比你想像中再愛現再敢一點 你可以自己決定美的最後三審定讞 更可以讓路人甲閉嘴驚豔', '你是花花世界裏限量版的花花蝴蝶 美女們只是比較豁出去比較敢一點 花蝴蝶的美的豔的炫若沒三審定讞 那些路人甲們憑什麼發言惹人討厭準備驚豔']",環遊了世界全世界卻發現美麗沒有旗艦店，誰穿著釘鞋不肯變停止了自轉變成一個繭，你我都希望特別又不敢太過於特別，流行是一種安全搔著悶騷的太陽穴。你是花花世界裏限量版的花花蝴蝶，美女們只是比較豁出去比較敢一點，花蝴蝶的美的豔的炫若沒三審定讞，那些路人甲們憑什麼發言惹人討厭。快離開冬眠趕快破繭別被無聊困在地球表面，想靈魂出竅甩平凡嘴臉，就自創品牌靠自己變臉，當你不刻意特別突然就會變的特別，只要別越描越黑你的眼睛就會放電。你可以瞬間飛去東京巴黎米蘭紐約，別讓別人嘴裡的形容詞左右你視野，如果有人的魅力足夠為這世紀代言，那是她敢站出來變成蝴蝶飛舞翩翩。你是花花世界裏限量版的花花蝴蝶，美女們只是比較豁出去比較敢一點，花蝴蝶的美的豔的炫若沒三審定讞，那些路人甲們憑什麼發言惹人討厭準備驚豔。你可以身穿花花衣當限量的花蝴蝶，你可以比你想像中再愛現再敢一點，你可以自己決定美的最後三審定讞，更可以讓路人甲閉嘴驚豔。你是花花世界裏限量版的花花蝴蝶，美女們只是比較豁出去比較敢一點，花蝴蝶的美的豔的炫若沒三審定讞，那些路人甲們憑什麼發言惹人討厭準備驚豔
愛引力(Love Attraction),"['昨晚我夢到你飛到火星 漫無目的四處搜尋 微笑的神秘慢慢將我吸引 像夢境像電影', '是愛引力我飄向愛情', '浪漫無重力乘著風飛行 發出愛的頻率全銀河系 給我勇氣用力抱緊你 變自由落體很刺激像夢境像電影', '是愛引力就像咖啡因無法抗拒 命中註定我離不開你']",昨晚我夢到你飛到火星，漫無目的四處搜尋，微笑的神秘慢慢將我吸引，像夢境像電影。是愛引力我飄向愛情。浪漫無重力乘著風飛行，發出愛的頻率全銀河系，給我勇氣用力抱緊你，變自由落體很刺激像夢境像電影。是愛引力就像咖啡因無法抗拒，命中註定我離不開你
