trackName,lyric_line,lyric_full
全城熱愛,"['愛          愛喔喔   愛     愛    就要愛 就要愛   愛   愛', '何必要把愛隱形藏起來 快樂狂飆跟低調說掰掰 科技體感沒有發明 真愛 全心打開 熱情都跳出來', '燃燒愛 寂寞就不在 感覺對就快表白 心動起來 不怕末日到來 感受 擁抱每份愛 別在螢幕前發呆 全城舞動 跳動這精彩', '愛    就要活的自在 全城熱愛起來   愛    就要愛我所愛 讓地球      愛 愛 愛 愛 愛 愛 愛 愛愛愛   愛 愛 愛 愛 愛 愛 愛 愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛   愛   愛', '燃燒愛 寂寞就不在 感覺對就快表白 心動起來 不怕末日到來 感受 擁抱每份愛 別在螢幕前發呆 全城舞動 跳動這精彩', '愛    就要活的自在 全城熱愛起來   愛    就要愛我所愛 讓地球      愛 愛 愛 愛 愛 愛 愛 愛愛愛   愛 愛 愛 愛 愛 愛 愛 愛愛愛   愛 愛 喔嗚喔愛 愛 喔嗚喔愛 愛 喔嗚喔愛 愛愛愛   愛 愛 喔嗚喔愛 愛 喔嗚喔愛 愛 喔嗚喔愛 愛愛愛愛愛愛   愛   愛', '愛 愛愛愛   愛 愛愛', '愛 愛愛愛   愛 愛愛喔']",愛，愛喔喔，愛，愛，就要愛，就要愛，愛，愛。何必要把愛隱形藏起來，快樂狂飆跟低調說掰掰，科技體感沒有發明，真愛，全心打開，熱情都跳出來。燃燒愛，寂寞就不在，感覺對就快表白，心動起來，不怕末日到來，感受，擁抱每份愛，別在螢幕前發呆，全城舞動，跳動這精彩。愛，就要活的自在，全城熱愛起來，愛，就要愛我所愛，讓地球，愛，愛，愛，愛，愛，愛，愛，愛愛愛，愛，愛，愛，愛，愛，愛，愛，愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛，愛，愛。燃燒愛，寂寞就不在，感覺對就快表白，心動起來，不怕末日到來，感受，擁抱每份愛，別在螢幕前發呆，全城舞動，跳動這精彩。愛，就要活的自在，全城熱愛起來，愛，就要愛我所愛，讓地球，愛，愛，愛，愛，愛，愛，愛，愛愛愛，愛，愛，愛，愛，愛，愛，愛，愛愛愛，愛，愛，喔嗚喔愛，愛，喔嗚喔愛，愛，喔嗚喔愛，愛愛愛，愛，愛，喔嗚喔愛，愛，喔嗚喔愛，愛，喔嗚喔愛，愛愛愛愛愛愛，愛，愛。愛，愛愛愛，愛，愛愛。愛，愛愛愛，愛，愛愛喔
幸福囉,['妳主編我的生活 創造了潮流 刷新 我每個幽默 從此幸福排行榜 為你幸福囉 你用笑容炫燿寵愛你的我 眼淚為感動而流 登上衛冕者寶座 只要你愛我'],妳主編我的生活，創造了潮流，刷新，我每個幽默，從此幸福排行榜，為你幸福囉，你用笑容炫燿寵愛你的我，眼淚為感動而流，登上衛冕者寶座，只要你愛我
愛的主場秀,"['氣溫太躁動 難過 競技場裡 觀眾太多 歡聲 雷動 等愛被轉播 誰在挺我 快說 來點掌聲 也不為過 我想 打動 妳的心裡頭 第一回合敲鐘 紅色布幕 揚動 我和妳站兩頭 等等看是誰先主動 給我一點笑容 骨子裡的衝動 就是非妳不可 今天妳要被掌握', '愛的主場秀 鬥智也鬥勇 妳也有手偏偏要牽不牽吊人胃口 別ㄍ一ㄥ那麼久 告白不必等壓軸 我不介意 像這種小事交給我做', '愛的主場秀 鬥智也鬥勇 妳臉紅紅還說 天氣太熱 明明害羞 會不會跳 放心我是好對手 能攻能守 預告你的心將屬於我 愛的主場秀 必勝的念頭 我越戰越勇 贏到妳的心 獨一無二 愛的主場秀 想和你交手 延長幾回合 我用盡絕活', '愛的主場秀 鬥智也鬥勇 你也有手偏偏要牽不牽吊人胃口 別ㄍ一ㄥ 那麼久 告白不必等壓軸 我不介意 像這種小事交給我做', '愛的主場秀 鬥智也鬥勇 你臉紅紅 還說天氣太熱 明明害羞 會不會跳 放心我是好對手 能攻能守 預告你的心 將屬於我']",氣溫太躁動，難過，競技場裡，觀眾太多，歡聲，雷動，等愛被轉播，誰在挺我，快說，來點掌聲，也不為過，我想，打動，妳的心裡頭，第一回合敲鐘，紅色布幕，揚動，我和妳站兩頭，等等看是誰先主動，給我一點笑容，骨子裡的衝動，就是非妳不可，今天妳要被掌握。愛的主場秀，鬥智也鬥勇，妳也有手偏偏要牽不牽吊人胃口，別ㄍ一ㄥ那麼久，告白不必等壓軸，我不介意，像這種小事交給我做。愛的主場秀，鬥智也鬥勇，妳臉紅紅還說，天氣太熱，明明害羞，會不會跳，放心我是好對手，能攻能守，預告你的心將屬於我，愛的主場秀，必勝的念頭，我越戰越勇，贏到妳的心，獨一無二，愛的主場秀，想和你交手，延長幾回合，我用盡絕活。愛的主場秀，鬥智也鬥勇，你也有手偏偏要牽不牽吊人胃口，別ㄍ一ㄥ，那麼久，告白不必等壓軸，我不介意，像這種小事交給我做。愛的主場秀，鬥智也鬥勇，你臉紅紅，還說天氣太熱，明明害羞，會不會跳，放心我是好對手，能攻能守，預告你的心，將屬於我
愛瘋頭,"['你想逛逛月球  夠不夠 我背你上頂樓 赴湯蹈火 我為你做', '每天頂級面膜 給你香檳漱口 上流般的生活 赴湯蹈火 我為你做', '海派的天空讓你盡情揮霍 為你愛瘋頭到走火入魔 喔噢 海派的生活讓你盡情享受 為你愛瘋頭快流浪街頭 海派 海派 哎呀呀呀', '海派的天空讓你盡情揮霍 為你愛瘋頭到走火入魔 喔噢 海派的生活讓你盡情享受 為你愛瘋頭快流浪街頭 海派 海派呀呀呀呀 海派 海派 海派呀呀呀呀', '你要相信 我的用心 海派的天空 讓你盡情揮霍 為你愛瘋狂到走火入魔 喔噢 海派的生活 讓你盡情享受 為你愛瘋頭快流浪街頭 海派 海派 哎呀呀呀呀呀呀呀']",你想逛逛月球，夠不夠，我背你上頂樓，赴湯蹈火，我為你做。每天頂級面膜，給你香檳漱口，上流般的生活，赴湯蹈火，我為你做。海派的天空讓你盡情揮霍，為你愛瘋頭到走火入魔，喔噢，海派的生活讓你盡情享受，為你愛瘋頭快流浪街頭，海派，海派，哎呀呀呀。海派的天空讓你盡情揮霍，為你愛瘋頭到走火入魔，喔噢，海派的生活讓你盡情享受，為你愛瘋頭快流浪街頭，海派，海派呀呀呀呀，海派，海派，海派呀呀呀呀。你要相信，我的用心，海派的天空，讓你盡情揮霍，為你愛瘋狂到走火入魔，喔噢，海派的生活，讓你盡情享受，為你愛瘋頭快流浪街頭，海派，海派，哎呀呀呀呀呀呀呀
有我在,"['當黑暗席捲而來這世界好像已被寂寞深埋 就連作夢都崩壞我也會拼了命忍耐為你存在 愛讓我們義無反顧扮演了硬派 也讓我們歇斯底里變成了病態 或許我們始終都沒有明白愛只要瞬間精采', '愛愛愛沒有安全的地帶快樂悲哀其實不過只是意外     有我在 別怕天塌下來別怕剩下空白你的世界有我在 我陪著你所以', '親愛的你      心疼的你      親愛的你      心疼的你', '我們被思念主宰總是手放不開而心被眼淚出賣 誰能說不愛就不愛最想念的那個人為什麼已不在 愛讓我們義無反顧扮演了硬派 也讓我們歇斯底里變成了病態 或許我們始終都沒有明白愛只要瞬間精采', '親愛的你      心疼的你      親愛的你      心疼的你', '我們說不出 我們都會依賴但是請你  我們都會問著 都會難以釋懷但是請你  我會陪著你等待陽光終會回來親愛的你  親愛的你', '就把自己給打敗快樂悲哀其實不過只是意外     有我在 別怕天塌下來別怕剩下空白你的世界有我在 我陪著你所以', '親愛的你      心疼的你      親愛的你      心疼的你      親愛的你']",當黑暗席捲而來這世界好像已被寂寞深埋，就連作夢都崩壞我也會拼了命忍耐為你存在，愛讓我們義無反顧扮演了硬派，也讓我們歇斯底里變成了病態，或許我們始終都沒有明白愛只要瞬間精采。愛愛愛沒有安全的地帶快樂悲哀其實不過只是意外，有我在，別怕天塌下來別怕剩下空白你的世界有我在，我陪著你所以。親愛的你，心疼的你，親愛的你，心疼的你。我們被思念主宰總是手放不開而心被眼淚出賣，誰能說不愛就不愛最想念的那個人為什麼已不在，愛讓我們義無反顧扮演了硬派，也讓我們歇斯底里變成了病態，或許我們始終都沒有明白愛只要瞬間精采。親愛的你，心疼的你，親愛的你，心疼的你。我們說不出，我們都會依賴但是請你，我們都會問著，都會難以釋懷但是請你，我會陪著你等待陽光終會回來親愛的你，親愛的你。就把自己給打敗快樂悲哀其實不過只是意外，有我在，別怕天塌下來別怕剩下空白你的世界有我在，我陪著你所以。親愛的你，心疼的你，親愛的你，心疼的你，親愛的你
箇中強手(Hot Shot),"['無聊的生活 你還想過多久 鬥志被埋沒 別怪罪都是懶惰 汗要飆出火 成敗就這一刻 要點燃熱血 跟兄弟併肩戰鬥', '我們 只拼到底 不信 失敗有理 打下 一個傳奇 要你跟我一起', '就打破規則 出手 就知有沒有 箇中強手 那將是我', '有膽成英雄 巔峰 不過是開頭 誰是高手 跟我同夥', '心裡的節奏 就要衝出喉嚨 現在倒數秒鐘 你跟我一起加油 成功的顏色 讓別人看不透 就掀起潮流 要世界跟隨 我', '我們 只拼到底 不信 失敗有理 打下 一個傳奇 要你跟我一起', '有膽成英雄 巔峰 不過是開頭 誰是高手 跟我同夥', '懷疑 不會是我的座右銘 自己 超越每個自己 看清 瞄準目標就大膽出手', '就打破規則 出手 就知有沒有 箇中強手 那將是我', '有膽成英雄 巔峰 不過是開頭 誰是高手 跟我同夥', '就打破規則 出手 就知有沒有 箇中強手 那將是我', '有膽成英雄 巔峰 不過是開頭 誰是高手 跟我同夥']",無聊的生活，你還想過多久，鬥志被埋沒，別怪罪都是懶惰，汗要飆出火，成敗就這一刻，要點燃熱血，跟兄弟併肩戰鬥。我們，只拼到底，不信，失敗有理，打下，一個傳奇，要你跟我一起。就打破規則，出手，就知有沒有，箇中強手，那將是我。有膽成英雄，巔峰，不過是開頭，誰是高手，跟我同夥。心裡的節奏，就要衝出喉嚨，現在倒數秒鐘，你跟我一起加油，成功的顏色，讓別人看不透，就掀起潮流，要世界跟隨，我。我們，只拼到底，不信，失敗有理，打下，一個傳奇，要你跟我一起。有膽成英雄，巔峰，不過是開頭，誰是高手，跟我同夥。懷疑，不會是我的座右銘，自己，超越每個自己，看清，瞄準目標就大膽出手。就打破規則，出手，就知有沒有，箇中強手，那將是我。有膽成英雄，巔峰，不過是開頭，誰是高手，跟我同夥。就打破規則，出手，就知有沒有，箇中強手，那將是我。有膽成英雄，巔峰，不過是開頭，誰是高手，跟我同夥
當我們宅一塊,"['愛過來 當我們宅一塊 就算沒有豪宅 屋屋屋屋 滿滿愛 親過來 讓我們宅一塊 跟你窩著棉被浪漫過冬 幸福的宅', '無時無刻對幸福的期待 就是你無理取鬧的可愛姿態吼 每天我的心臟都快跳出來撲通 不知你有沒有感受我的眼神煞到愛', '完美型男遇上可愛宅女就被打敗 搞不懂你還教會狗狗連拍喀嚓 你說你的生活拒絕無賴跟耍賴 只想找個真愛 真愛', '如果你期待愛 生活愉快跟我幸福百分百 我也可以很宅 就為了愛 你別大驚小怪 快把愛說出來', '憂鬱拿去貼牆壁 把我的愛放在你心底 跟我愛一起 跟我宅一起 每一天都', '到底不   跟我說一聲 給你秀秀 不要扭扭捏捏 給你秀秀 害羞拿去消滅', '愛是不   趕快說一聲 型男型女要一起   宅男宅女為愛一起']",愛過來，當我們宅一塊，就算沒有豪宅，屋屋屋屋，滿滿愛，親過來，讓我們宅一塊，跟你窩著棉被浪漫過冬，幸福的宅。無時無刻對幸福的期待，就是你無理取鬧的可愛姿態吼，每天我的心臟都快跳出來撲通，不知你有沒有感受我的眼神煞到愛。完美型男遇上可愛宅女就被打敗，搞不懂你還教會狗狗連拍喀嚓，你說你的生活拒絕無賴跟耍賴，只想找個真愛，真愛。如果你期待愛，生活愉快跟我幸福百分百，我也可以很宅，就為了愛，你別大驚小怪，快把愛說出來。憂鬱拿去貼牆壁，把我的愛放在你心底，跟我愛一起，跟我宅一起，每一天都。到底不，跟我說一聲，給你秀秀，不要扭扭捏捏，給你秀秀，害羞拿去消滅。愛是不，趕快說一聲，型男型女要一起，宅男宅女為愛一起
潮男正傳,"['老媽說 我像隻蜈蚣 只有兩隻腳 鞋都嫌不夠 哪雙限量 家裡通通有 這帽 懂不懂可是大有來頭 叫朋友幫我插隊 幫我關說 還好交情夠 搶到第一手', '潮男出手 怎麼做 丟丟丟 丟什麼 該丟的通通得丟 球鞋開了口 快放生 做功德 男人味 如果沒有潮流 不夠格', '不 靠得可不是臉上毛細孔 世界太和平不用防空洞 太靠近講話臉上有    著我 聽說英雄 自古都愛美色 那是要說 以身作則 你 懂了沒有', '潮男出手 怎麼做 有有有 有什麼 不該有的不要有 頭髮不能油 大肚腩 快點瘦 男人味 標準已經不同 別出糗']",老媽說，我像隻蜈蚣，只有兩隻腳，鞋都嫌不夠，哪雙限量，家裡通通有，這帽，懂不懂可是大有來頭，叫朋友幫我插隊，幫我關說，還好交情夠，搶到第一手。潮男出手，怎麼做，丟丟丟，丟什麼，該丟的通通得丟，球鞋開了口，快放生，做功德，男人味，如果沒有潮流，不夠格。不，靠得可不是臉上毛細孔，世界太和平不用防空洞，太靠近講話臉上有，著我，聽說英雄，自古都愛美色，那是要說，以身作則，你，懂了沒有。潮男出手，怎麼做，有有有，有什麼，不該有的不要有，頭髮不能油，大肚腩，快點瘦，男人味，標準已經不同，別出糗
我秀故我在,"['就是現在  請指教 不需要 耍低調 你有料 就當主角 要跳 要讓人 下一跳 遊戲規則 了不了 沒自信 沒有型 搞不定 無限的未來 誰說不行 創造你的可能   別再等 青春是最棒的歌', '我的秀故我在 整個世界   我的感覺    把愛都 出來  趁現在 整個宇宙    我的心在  把本事 出來', '行動力 是奇蹟 錯過就 來不及 看我的 神來一筆 自己 別客氣 走下去 最偉大的 叫做勇氣 沒自信 沒有型 搞不定 無限的未來 誰說不行 創造你的可能 讓我們  別再等 青春是最棒的歌', '趁現在 整個宇宙    我的心在  把本事', '創造你的可能   別再等 青春就是我的歌 我的秀故我在 整個世界   我的感覺    把愛都 出來  趁現在 整個宇宙    我的心在  把本事 出來', '我的秀故我在 整個世界   我的感覺      出來  趁現在 整個宇宙    我的心在  把本事']",就是現在，請指教，不需要，耍低調，你有料，就當主角，要跳，要讓人，下一跳，遊戲規則，了不了，沒自信，沒有型，搞不定，無限的未來，誰說不行，創造你的可能，別再等，青春是最棒的歌。我的秀故我在，整個世界，我的感覺，把愛都，出來，趁現在，整個宇宙，我的心在，把本事，出來。行動力，是奇蹟，錯過就，來不及，看我的，神來一筆，自己，別客氣，走下去，最偉大的，叫做勇氣，沒自信，沒有型，搞不定，無限的未來，誰說不行，創造你的可能，讓我們，別再等，青春是最棒的歌。趁現在，整個宇宙，我的心在，把本事。創造你的可能，別再等，青春就是我的歌，我的秀故我在，整個世界，我的感覺，把愛都，出來，趁現在，整個宇宙，我的心在，把本事，出來。我的秀故我在，整個世界，我的感覺，出來，趁現在，整個宇宙，我的心在，把本事
WOW!,"['我都知道 大可不必搖頭晃腦 出怪招 為了讓我微笑拼命想討好    誰沒看到 管它什麼潮流當道 眉一挑等閒之輩不要再打擾', '不奇怪 心跳會多了一拍 不意外 為了我瘋狂失態 為我站起來', '愛就要炫耀 裝害臊太沒禮貌  誰膽小怕爆料 誰怕 誰怕誰 感覺不對 別來鬧      愛就要咆哮 憋在心裡誰知道  看我魅力發酵', '剛剛好 像一杯飲料 有一點氣泡 刺激你頭腦幫你早一點開竅    是我的記號 偶爾不走在軌道 是我的調調', '別期待 快樂會不請自來 別搖擺 你心動看得出來', '愛就要炫耀 裝害臊太沒禮貌  誰膽小怕爆料 誰怕 誰怕誰 感覺不對 別來鬧      愛就要咆哮 憋在心裡誰知道  看我魅力發酵', '誰說我不心動 心跳大得快聾 只是太多小丑 擋著你看不到我 好幾天不能睡 草稿打了八百回 為了這一刻我天天熬夜拚命演練 偷拍你的照片 貼在手機桌面 故意騎著小折聽音樂經過你面前 是你要我出手 嚇到你怪不得我 你的喜怒哀樂春夏秋冬都讓我接手']",我都知道，大可不必搖頭晃腦，出怪招，為了讓我微笑拼命想討好，誰沒看到，管它什麼潮流當道，眉一挑等閒之輩不要再打擾。不奇怪，心跳會多了一拍，不意外，為了我瘋狂失態，為我站起來。愛就要炫耀，裝害臊太沒禮貌，誰膽小怕爆料，誰怕，誰怕誰，感覺不對，別來鬧，愛就要咆哮，憋在心裡誰知道，看我魅力發酵。剛剛好，像一杯飲料，有一點氣泡，刺激你頭腦幫你早一點開竅，是我的記號，偶爾不走在軌道，是我的調調。別期待，快樂會不請自來，別搖擺，你心動看得出來。愛就要炫耀，裝害臊太沒禮貌，誰膽小怕爆料，誰怕，誰怕誰，感覺不對，別來鬧，愛就要咆哮，憋在心裡誰知道，看我魅力發酵。誰說我不心動，心跳大得快聾，只是太多小丑，擋著你看不到我，好幾天不能睡，草稿打了八百回，為了這一刻我天天熬夜拚命演練，偷拍你的照片，貼在手機桌面，故意騎著小折聽音樂經過你面前，是你要我出手，嚇到你怪不得我，你的喜怒哀樂春夏秋冬都讓我接手
愛走秀,"['逛精品店也可以逛潮牌 就像我對你的愛 多方位萬能發展 飛簷走壁很抱歉學不來 整天黏著你 帶你趴趴走 簡單', '愛的伸展台 溫柔是名牌 時尚到未來要你在 愛的 幸福聚光就現在 只為你獨家表演的愛', '走愛的秀 迷倒你       溫柔     走愛的秀 每一步       都中']",逛精品店也可以逛潮牌，就像我對你的愛，多方位萬能發展，飛簷走壁很抱歉學不來，整天黏著你，帶你趴趴走，簡單。愛的伸展台，溫柔是名牌，時尚到未來要你在，愛的，幸福聚光就現在，只為你獨家表演的愛。走愛的秀，迷倒你，溫柔，走愛的秀，每一步，都中
舞法舞天,"['舞法舞天 舞法舞天 舞法舞天 舞法舞天', '想假裝你不愛這個節奏唉呦少來 給你勇氣把龜毛無聊都趕出腦海 不需要老派加入我整個好 擺脫纏住你的膠帶給自己個交代', '今天舞法舞天 讓自己大於無限 煩惱丟在路邊 讓規則都不見 讓我舞法舞天 讓希望大於無限 機會忽隱忽現 由我們來主演 讓我舞法舞天', '用絕對舞力震撼世界讓對手朝拜 當電流穿越身體讓眾人眼神超載 賭上了名譽用快樂打造金字招牌', '走自己的路 耍自己的酷 跳自己的舞 做自己 最精彩 彈自己的譜 算自己的數 扮自己的豬 做自己 最愉快', '今天舞法舞天 讓自己大於無限 煩惱丟在路邊 讓規則都不見 讓我舞法舞天 讓希望大於無限 機會忽隱忽現 由我們來主演 讓我舞法舞天      讓我舞法舞天']",舞法舞天，舞法舞天，舞法舞天，舞法舞天。想假裝你不愛這個節奏唉呦少來，給你勇氣把龜毛無聊都趕出腦海，不需要老派加入我整個好，擺脫纏住你的膠帶給自己個交代。今天舞法舞天，讓自己大於無限，煩惱丟在路邊，讓規則都不見，讓我舞法舞天，讓希望大於無限，機會忽隱忽現，由我們來主演，讓我舞法舞天。用絕對舞力震撼世界讓對手朝拜，當電流穿越身體讓眾人眼神超載，賭上了名譽用快樂打造金字招牌。走自己的路，耍自己的酷，跳自己的舞，做自己，最精彩，彈自己的譜，算自己的數，扮自己的豬，做自己，最愉快。今天舞法舞天，讓自己大於無限，煩惱丟在路邊，讓規則都不見，讓我舞法舞天，讓希望大於無限，機會忽隱忽現，由我們來主演，讓我舞法舞天，讓我舞法舞天
有我在,"['當黑暗席捲而來這世界好像已被寂寞深埋 就連作夢都崩壞我也會拼了命忍耐為你存在 愛讓我們義無反顧扮演了硬派 也讓我們歇斯底里變成了病態 或許我們始終都沒有明白愛只要瞬間精采', '愛愛愛沒有安全的地帶快樂悲哀其實不過只是意外     有我在 別怕天塌下來別怕剩下空白你的世界有我在 我陪著你所以', '親愛的你      心疼的你      親愛的你      心疼的你', '我們被思念主宰總是手放不開而心被眼淚出賣 誰能說不愛就不愛最想念的那個人為什麼已不在 愛讓我們義無反顧扮演了硬派 也讓我們歇斯底里變成了病態 或許我們始終都沒有明白愛只要瞬間精采', '親愛的你      心疼的你      親愛的你      心疼的你', '我們說不出 我們都會依賴但是請你  我們都會問著 都會難以釋懷但是請你  我會陪著你等待陽光終會回來親愛的你  親愛的你', '就把自己給打敗快樂悲哀其實不過只是意外     有我在 別怕天塌下來別怕剩下空白你的世界有我在 我陪著你所以', '親愛的你      心疼的你      親愛的你      心疼的你      親愛的你']",當黑暗席捲而來這世界好像已被寂寞深埋，就連作夢都崩壞我也會拼了命忍耐為你存在，愛讓我們義無反顧扮演了硬派，也讓我們歇斯底里變成了病態，或許我們始終都沒有明白愛只要瞬間精采。愛愛愛沒有安全的地帶快樂悲哀其實不過只是意外，有我在，別怕天塌下來別怕剩下空白你的世界有我在，我陪著你所以。親愛的你，心疼的你，親愛的你，心疼的你。我們被思念主宰總是手放不開而心被眼淚出賣，誰能說不愛就不愛最想念的那個人為什麼已不在，愛讓我們義無反顧扮演了硬派，也讓我們歇斯底里變成了病態，或許我們始終都沒有明白愛只要瞬間精采。親愛的你，心疼的你，親愛的你，心疼的你。我們說不出，我們都會依賴但是請你，我們都會問著，都會難以釋懷但是請你，我會陪著你等待陽光終會回來親愛的你，親愛的你。就把自己給打敗快樂悲哀其實不過只是意外，有我在，別怕天塌下來別怕剩下空白你的世界有我在，我陪著你所以。親愛的你，心疼的你，親愛的你，心疼的你，親愛的你
全城熱愛,"['愛          愛喔喔   愛     愛    就要愛 就要愛   愛   愛', '何必要把愛隱形藏起來 快樂狂飆跟低調說掰掰 科技體感沒有發明 真愛 全心打開 熱情都跳出來', '燃燒愛 寂寞就不在 感覺對就快表白 心動起來 不怕末日到來 感受 擁抱每份愛 別在螢幕前發呆 全城舞動 跳動這精彩', '愛    就要活的自在 全城熱愛起來   愛    就要愛我所愛 讓地球      愛 愛 愛 愛 愛 愛 愛 愛愛愛   愛 愛 愛 愛 愛 愛 愛 愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛   愛   愛', '燃燒愛 寂寞就不在 感覺對就快表白 心動起來 不怕末日到來 感受 擁抱每份愛 別在螢幕前發呆 全城舞動 跳動這精彩', '愛    就要活的自在 全城熱愛起來   愛    就要愛我所愛 讓地球      愛 愛 愛 愛 愛 愛 愛 愛愛愛   愛 愛 愛 愛 愛 愛 愛 愛愛愛   愛 愛 喔嗚喔愛 愛 喔嗚喔愛 愛 喔嗚喔愛 愛愛愛   愛 愛 喔嗚喔愛 愛 喔嗚喔愛 愛 喔嗚喔愛 愛愛愛愛愛愛   愛   愛', '愛 愛愛愛   愛 愛愛', '愛 愛愛愛   愛 愛愛喔']",愛，愛喔喔，愛，愛，就要愛，就要愛，愛，愛。何必要把愛隱形藏起來，快樂狂飆跟低調說掰掰，科技體感沒有發明，真愛，全心打開，熱情都跳出來。燃燒愛，寂寞就不在，感覺對就快表白，心動起來，不怕末日到來，感受，擁抱每份愛，別在螢幕前發呆，全城舞動，跳動這精彩。愛，就要活的自在，全城熱愛起來，愛，就要愛我所愛，讓地球，愛，愛，愛，愛，愛，愛，愛，愛愛愛，愛，愛，愛，愛，愛，愛，愛，愛愛愛愛愛愛愛愛愛愛愛愛愛愛愛，愛，愛。燃燒愛，寂寞就不在，感覺對就快表白，心動起來，不怕末日到來，感受，擁抱每份愛，別在螢幕前發呆，全城舞動，跳動這精彩。愛，就要活的自在，全城熱愛起來，愛，就要愛我所愛，讓地球，愛，愛，愛，愛，愛，愛，愛，愛愛愛，愛，愛，愛，愛，愛，愛，愛，愛愛愛，愛，愛，喔嗚喔愛，愛，喔嗚喔愛，愛，喔嗚喔愛，愛愛愛，愛，愛，喔嗚喔愛，愛，喔嗚喔愛，愛，喔嗚喔愛，愛愛愛愛愛愛，愛，愛。愛，愛愛愛，愛，愛愛。愛，愛愛愛，愛，愛愛喔
王見王,"['羅志祥: 都說不打不相識 擦槍走火因為你 我難道愛上你 鬥嘴鬥得很開心 不見你都不對勁 連夢裡也是你', '合: 愛情從天上掉下來 花朵從我心裡開出來 要遇上對手不簡單 當戀愛王見王 誰也不換 愛愛愛 當戀愛王見王 誰來主宰 愛愛愛 就讓我擁抱你 為民除害 愛', '羅志祥: 你說美女如雲 為什麼纏著你 我自己也很吃驚 被你呼來喚去 吵吵鬧鬧讓我覺得充滿了活力', '合: 愛情從天上掉下來 花朵從我心裡開出來 要遇上對手不簡單 當戀愛王見王 誰也不換 愛愛愛 當戀愛王見王 誰來主宰 愛愛愛 就讓我擁抱你 為民除害 愛', '羅志祥: 愛 愛愛愛 看我一枝獨秀', '合: 愛情從天上掉下來 花朵從我心裡開出來 要遇上對手不簡單 當戀愛王見王 誰也不換 你配得上我的喜歡 我當得起你真心崇拜 一天比一天離不開 當戀愛王見王 寂寞淘汰 愛愛愛 當戀愛王見王 誰來主宰 愛愛愛 就讓我擁抱你 為民除害 愛']",羅志祥:，都說不打不相識，擦槍走火因為你，我難道愛上你，鬥嘴鬥得很開心，不見你都不對勁，連夢裡也是你。合:，愛情從天上掉下來，花朵從我心裡開出來，要遇上對手不簡單，當戀愛王見王，誰也不換，愛愛愛，當戀愛王見王，誰來主宰，愛愛愛，就讓我擁抱你，為民除害，愛。羅志祥:，你說美女如雲，為什麼纏著你，我自己也很吃驚，被你呼來喚去，吵吵鬧鬧讓我覺得充滿了活力。合:，愛情從天上掉下來，花朵從我心裡開出來，要遇上對手不簡單，當戀愛王見王，誰也不換，愛愛愛，當戀愛王見王，誰來主宰，愛愛愛，就讓我擁抱你，為民除害，愛。羅志祥:，愛，愛愛愛，看我一枝獨秀。合:，愛情從天上掉下來，花朵從我心裡開出來，要遇上對手不簡單，當戀愛王見王，誰也不換，你配得上我的喜歡，我當得起你真心崇拜，一天比一天離不開，當戀愛王見王，寂寞淘汰，愛愛愛，當戀愛王見王，誰來主宰，愛愛愛，就讓我擁抱你，為民除害，愛
